timestamp,dMax,dMin,dsum
20007,508169440.0,33428.164,1217897600576061.5
20233,507886240.0,33359.26,1217536698469554.5
26446,509848500.0,33396.06,1222996961957466.5
26632,510942980.0,33441.535,1223178281962892.2
26817,511902660.0,33446.75,1223312319729539.0
27003,512306700.0,33477.133,1223434338414285.8
27190,512419620.0,33488.1,1223538965242864.0
27377,518054000.0,33504.46,1223628349704855.0
27564,521252030.0,33503.074,1223708796670364.0
27751,521469950.0,33509.1,1223779325216970.0
27941,521486530.0,33508.555,1223822894192596.5
28130,521115970.0,33519.36,1223851601467453.8
28320,519692670.0,33195.207,1223841898884952.0
28506,518294370.0,33519.133,1223819940270131.2
28693,517139940.0,33520.504,1223743968865280.0
28882,515730020.0,33527.984,1223554961399125.5
29072,514565220.0,33531.355,1223229881697745.0
29263,513722300.0,33526.273,1222749021604798.8
29449,513206340.0,33533.02,1222138049056613.0
29638,512908540.0,33535.203,1221413497365571.0
29827,511811460.0,33535.11,1220665029632444.2
30015,511080580.0,33534.3,1219913689269702.8
30205,509998050.0,33532.086,1219197811901785.5
30395,507435620.0,33528.78,1218542868088204.0
30587,504330180.0,33355.44,1217898882772128.0
30778,504962400.0,33416.652,1217313329483323.5
30966,506006200.0,33460.016,1216774304463869.0
31152,508126620.0,33488.02,1216278906484816.0
31335,508798530.0,33485.234,1215825159197965.5
31516,508112600.0,33502.574,1215404504525544.8
31695,509337570.0,33501.855,1214993203071406.5
32043,510003870.0,33523.977,1214188661231345.5
32210,512011200.0,33519.85,1213825589469256.2
32374,511741470.0,33525.914,1213488709378694.5
32535,509025950.0,33528.902,1213182594097085.2
32693,504453120.0,33531.32,1212911034120694.2
32848,500723700.0,33531.58,1212671932622923.0
33002,501749100.0,33532.734,1212452634623921.5
33156,500778530.0,33533.71,1212252713416600.0
33309,501029570.0,33536.96,1212076406186414.8
33462,499990300.0,33536.613,1211921482349147.0
33620,498351500.0,33540.355,1211795772262031.5
33784,499289820.0,33539.586,1211689343253412.2
33953,499451330.0,33537.906,1211606229143777.0
34121,499806750.0,33537.66,1211555195725902.2
34289,500242200.0,33536.965,1211558019789607.8
34455,500285730.0,33540.582,1211647863191196.8
34619,500317760.0,33541.18,1211845160575043.5
34783,499625200.0,33541.805,1212152190054595.0
34948,499038300.0,33540.387,1212567774398318.5
35110,500002800.0,33542.816,1213064292234640.2
35270,500987650.0,33541.133,1213606755377168.0
35425,500567800.0,33540.434,1214169116468371.0
35580,500321540.0,33541.625,1214712079496598.5
35736,500676700.0,33540.176,1215217155925249.5
35894,500406900.0,33539.816,1215690848313174.5
36053,499899200.0,33541.586,1216132899987909.5
36210,500201570.0,33542.215,1216531862510687.5
36361,500573900.0,33542.0,1216876331760967.8
36513,501405020.0,33540.555,1217204424558494.5
36666,501722050.0,33542.4,1217505333764303.0
36817,501297820.0,33540.945,1217783822605512.8
36961,500650000.0,33542.684,1218043722401261.0
37104,499786270.0,33540.57,1218320711193529.0
37246,499564770.0,33542.605,1218553570587746.5
37388,499776200.0,33540.97,1218775124351912.8
37532,501201250.0,33540.543,1218961864528882.5
37675,504049180.0,33541.55,1219116605823501.2
37814,506735840.0,33542.215,1219233293421873.0
37954,506744320.0,33540.29,1219314992139640.8
38091,505883840.0,33541.79,1219381696592508.5
38228,504425920.0,33541.508,1219430988309697.2
38362,502819740.0,33543.35,1219467601902062.0
38493,502152320.0,33541.46,1219507268721156.0
38626,501010140.0,33541.457,1219532926612856.0
38758,502870850.0,33540.367,1219540950759945.2
38888,504567580.0,33541.33,1219522479714661.8
39020,505199680.0,33539.066,1219457791475827.0
39149,505567500.0,33540.07,1219339066692016.0
39280,505681180.0,33539.74,1219132805341745.5
39411,505792740.0,33540.586,1218824873729329.5
39539,505630500.0,33540.316,1218427489428598.2
39665,506572930.0,33540.31,1217948112955593.0
39790,507179040.0,33542.152,1217396801032221.8
39915,509499140.0,33539.504,1216808684775071.5
40040,509473280.0,33542.145,1216198022153756.2
40165,508613900.0,33542.465,1215595828953716.2
40292,506707650.0,33541.66,1215001703833091.2
40418,501961820.0,33542.547,1214441849436474.2
40545,503167970.0,33541.49,1213943291764220.8
40672,504408060.0,33541.027,1213449472951236.0
40799,505076220.0,33540.105,1212989935527194.8
40925,503676600.0,33540.5,1212547394342378.2
41052,501551500.0,33538.344,1212107467059883.8
41181,500812160.0,33538.562,1211688931799995.5
41311,501242270.0,33540.332,1211309271618857.2
41442,503470850.0,33539.42,1210956274990802.8
41574,504338300.0,33541.06,1210642043563961.5
41707,504164670.0,33541.074,1210374901351655.0
41841,503892500.0,33540.523,1210126001093043.8
41975,502417540.0,33540.316,1209926138706989.0
42107,499969120.0,33542.31,1209772012644814.8
42239,498041300.0,33541.96,1209656016744701.8
42371,499047900.0,33538.387,1209529771596075.2
42503,500079300.0,33541.4,1209399385576788.2
42635,500904670.0,33541.383,1209285988108148.5
42768,502821600.0,33540.28,1209189569616854.8
42901,504279230.0,33539.715,1209105088000086.8
43033,504235680.0,33539.516,1209040291852537.8
43166,503648060.0,33539.883,1209016476097367.2
43302,501906430.0,33539.086,1209055261742015.0
43439,500349700.0,33540.684,1209167244818612.8
43578,499566100.0,33540.777,1209365382666312.2
43719,498549570.0,33540.58,1209632716867098.0
43862,497562500.0,33539.684,1209976289023699.2
44004,497738880.0,33540.117,1210404732622695.5
44143,497763700.0,33539.914,1210907386473943.8
44282,498496800.0,33539.78,1211401723997706.2
44341,500708500.0,33540.54,1211946223738732.8
44397,501433280.0,33539.793,1212476811561216.5
44453,501939900.0,33541.34,1213000264233907.2
44509,500414000.0,33541.285,1213471999209914.5
44566,499345280.0,33540.824,1213923913933898.8
44623,500602600.0,33541.227,1214350686878155.0
44681,501587300.0,33541.477,1214758489038907.0
44740,502006000.0,33540.85,1215133276078852.5
44798,502302400.0,33540.78,1215466462800437.0
44857,502409820.0,33541.92,1215752994303731.5
44916,502732960.0,33540.46,1215998691457088.8
44976,503254620.0,33539.676,1216246981948862.5
45034,503043500.0,33540.76,1216454916812201.8
45090,502131300.0,33590.582,1216609750369594.0
45146,500672700.0,33410.82,1216735125839580.5
45202,499399300.0,33245.86,1216857019797871.0
45258,499605250.0,33010.387,1216916618642052.5
45314,501559230.0,32780.438,1216966654484962.0
45370,502499970.0,32554.383,1217003521538941.0
45426,503442020.0,32331.088,1217014326254514.5
45480,504399070.0,32112.623,1217023712595122.2
45531,505485020.0,31895.633,1217053782731729.0
45581,506387360.0,31683.273,1217044876582676.8
45631,506257540.0,31468.926,1216997083744422.2
45680,504608060.0,31254.623,1216906763097044.5
45728,504423580.0,31040.865,1216752599403848.8
45777,501848260.0,30819.787,1216519252184016.0
45825,501625540.0,30598.744,1216226956951830.5
45874,501247330.0,30373.168,1215859069052071.8
45924,502230300.0,30148.24,1215429738363212.8
45976,502676900.0,29915.719,1214912781183309.0
46027,502174400.0,29694.867,1214377064462831.0
46078,500372300.0,29479.365,1213803675053762.2
46128,498689120.0,29270.678,1213219321179636.8
46176,500132960.0,29073.623,1212668208599930.2
46225,500664060.0,28879.875,1212116172631222.0
46274,500785860.0,28694.361,1211569602442992.0
46323,500139260.0,28515.695,1211062292273725.5
46372,500545950.0,28341.596,1210589211367144.0
46420,500511780.0,28176.922,1210154859748923.8
46469,499534340.0,28021.797,1209763664392350.8
46521,498950140.0,27875.248,1209382827466820.2
46573,498758800.0,27742.78,1209059796484226.8
46624,498848420.0,27624.217,1208768242383138.5
46673,499145340.0,27512.666,1208493068457665.5
46721,500297020.0,27406.533,1208261824862133.5
46770,501170270.0,27307.025,1208085209422887.0
46820,500983420.0,27214.918,1207948135024115.8
46872,500924700.0,27126.5,1207851592040055.8
46925,500427040.0,27041.479,1207788026899670.8
46978,500826200.0,26958.576,1207742063162841.8
47030,501309700.0,26874.896,1207700436512499.5
47083,499593100.0,26794.957,1207684324858660.5
47134,497727360.0,26718.467,1207675241569158.2
47184,498575300.0,26645.404,1207713974118338.5
47232,498554080.0,26566.14,1207774633037628.8
47278,498392450.0,26484.416,1207863019759797.8
47323,498906800.0,26397.85,1208006764224219.0
47368,499430750.0,26307.184,1208227493569184.5
47412,500605440.0,26212.31,1208519567207648.5
47457,502034940.0,26125.615,1208849036271013.5
47503,503030530.0,26051.209,1209262168174835.8
47549,502724580.0,25991.658,1209691136853964.2
47594,501946140.0,25943.658,1210165777543280.2
47639,500020500.0,25909.06,1210702472305710.2
47682,499786900.0,25886.682,1211254031524108.0
47726,499989820.0,25877.611,1211792728812798.2
47771,499543840.0,25880.244,1212310740421076.2
47816,498903550.0,25853.734,1212810406615997.0
47861,498639170.0,25843.127,1213282098545305.0
47906,501062660.0,25846.273,1213707025541983.2
47950,502187500.0,25860.934,1214116993711659.0
47993,502420740.0,25857.984,1214500503341573.2
48036,502226500.0,25842.748,1214856822665179.5
48078,500962800.0,25834.834,1215160484899583.8
48121,499695800.0,25841.842,1215435791118437.8
48165,499803070.0,25854.262,1215637932939852.0
48209,500773900.0,25870.8,1215830013769550.0
48253,501546850.0,25844.674,1215972363259463.5
48297,501330000.0,25832.84,1216066245660801.0
48341,501648220.0,25836.166,1216134155506796.0
48384,500931460.0,25853.38,1216175585242073.2
48427,500357700.0,25884.926,1216180185545401.2
48468,499729540.0,25927.29,1216170982751606.5
48507,499530400.0,25979.396,1216148494095549.5
48546,501140600.0,26035.482,1216050970347686.5
48585,502606430.0,26097.854,1215958903677352.2
48624,503930100.0,26123.893,1215865802088667.8
48663,504282500.0,25859.703,1215724642874577.2
